postal_code,name,canton
6436,Ried (Muotathal),SZ
6433,Stoos SZ,SZ
6434,Illgau,SZ
6440,Brunnen,SZ
6442,Gersau,SZ
6452,Sisikon,UR
6454,Flüelen,UR
6460,Altdorf UR,UR
6461,Isenthal,UR
6462,Seedorf UR,UR
6463,Bürglen UR,UR
6464,Spiringen,UR
6465,Unterschächen,UR
6466,Bauen,UR
6467,Schattdorf,UR
6468,Attinghausen,UR
6472,Erstfeld,UR
6473,Silenen,UR
6476,Intschi,UR
6484,Wassen UR,UR
6487,Göschenen,UR
6490,Andermatt,UR
6491,Realp,UR
6493,Hospental,UR
6500,Bellinzona,TI
6512,Giubiasco,TI
6513,Monte Carasso,TI
6514,Sementina,TI
6515,Gudo,TI
6516,Cugnasco,TI
6517,Arbedo,TI
6518,Gorduno,TI
6525,Gnosca,TI
6526,Prosito,TI
6528,Camorino,TI
6533,Lumino,TI
6534,S. Vittore,GR
6535,Roveredo GR,GR
6537,Grono,GR
6523,Preonzo,TI
6524,Moleno,TI
6582,Pianezzo,TI
6583,S. Antonio,TI
6540,Castaneda,GR
6541,Sta. Maria,GR
6538,Verdabbio,GR
6542,Buseno,GR
6543,Arvigo,GR
6544,Braggio,GR
6545,Selma,GR
6546,Cauco,GR
6547,Augio,GR
6556,Leggia,GR
6565,S. Bernardino,GR
6557,Cama,GR
6558,Lostallo,GR
6562,Soazza,GR
6572,Quartino,TI
6592,S. Antonino,TI
6593,Cadenazzo,TI
6595,Riazzino,TI
6596,Gordola,TI
6598,Tenero,TI
6656,Golino,TI
6618,Arcegno,TI
6647,Mergoscia,TI
6661,Auressio,TI
6611,Mosogno,TI
6662,Russo,TI
6664,Vergeletto,TI
6632,Vogorno,TI
6631,Corippo,TI
6633,Lavertezzo,TI
6634,Brione (Verzasca),TI
6636,Frasco,TI
6637,Sonogno,TI
6612,Ascona,TI
6613,Porto Ronco,TI
6614,Brissago,TI
6644,Orselina,TI
6645,Brione s. Minusio,TI
6648,Minusio,TI
6652,Tegna,TI
6670,Avegno,TI
6677,Moghegno,TI
6682,Linescio,TI
6683,Cerentino,TI
6685,Bosco/Gurin,TI
6684,Campo (VM),TI
6690,Cavergno,TI
6692,Brontallo,TI
6702,Claro,TI
6703,Osogna,TI
6705,Cresciano,TI
6707,Iragna,TI
6710,Biasca,TI
6721,Ludiano,TI
6722,Corzoneso,TI
6719,Aquila,TI
6742,Pollegio,TI
6743,Bodio TI,TI
6745,Giornico,TI
6746,Lavorgo,TI
6772,Rodi-Fiesso,TI
6775,Ambrì,TI
6780,Airolo,TI
6781,Villa Bedretto,TI
6744,Personico,TI
6749,Sobrio,TI
6774,Dalpe,TI
6802,Rivera,TI
6807,Taverne,TI
6814,Lamone-Cadempino,TI
6815,Melide,TI
6816,Bissone,TI
6817,Maroggia,TI
6818,Melano,TI
6822,Arogno,TI
6825,Capolago,TI
6826,Riva San Vitale,TI
6828,Balerna,TI
6830,Chiasso,TI
6839,Sagno,TI
6833,Vacallo,TI
6834,Morbio Inferiore,TI
6810,Isone,TI
6805,Mezzovico,TI
6821,Rovio,TI
6875,Monte,TI
6854,S. Pietro,TI
6867,Serpiano,TI
6877,Coldrerio,TI
6883,Novazzano,TI
6900,Lugano,TI
6916,Grancia,TI
6919,Carabietta,TI
6921,Vico Morcote,TI
6928,Manno,TI
6929,Gravesano,TI
6930,Bedano,TI
6939,Arosio,TI
6949,Comano,TI
6922,Morcote,TI
6924,Sorengo,TI
6933,Muzzano,TI
6934,Bioggio,TI
6936,Cademario,TI
6942,Savosa,TI
6943,Vezia,TI
6948,Porza,TI
6950,Tesserete,TI
6944,Cureglia,TI
6945,Origlio,TI
6946,Ponte Capriasca,TI
6952,Canobbio,TI
6990,Cassina d'Agno,TI
6991,Neggio,TI
6992,Vernate,TI
6994,Aranno,TI
6981,Bedigliora,TI
6980,Castelrotto,TI
6999,Astano,TI
6986,Miglieglia,TI
6995,Molinazzo,TI
6997,Sessa,TI
6983,Magliaso,TI
6984,Pura,TI
6987,Caslano,TI
6988,Ponte Tresa,TI
7000,Chur,GR
7012,Felsberg,GR
7013,Domat/Ems,GR
7015,Tamins,GR
7017,Flims Dorf,GR
7023,Haldenstein,GR
7026,Maladers,GR
7031,Laax GR,GR
7050,Arosa,GR
7062,Passugg-Araschgen,GR
7063,Praden,GR
7077,Valbella,GR
7083,Lantsch/Lenz,GR
7084,Brienz/Brinzauls,GR
7014,Trin,GR
7104,Versam,GR
7126,Castrisch,GR
7151,Schluein,GR
7153,Falera,GR
7152,Sagogn,GR
7113,Camuns,GR
7137,Flond,GR
7132,Vals,GR
7133,Obersaxen Affeier,GR
7158,Waltensburg/Vuorz,GR
7159,Andiast,GR
7162,Tavanasa,GR
7166,Trun,GR
7172,Rabius,GR
7180,Disentis/Mustér,GR
7184,Curaglia,GR
7187,Camischolas,GR
7201,Untervaz Bahnhof,GR
7204,Untervaz,GR
7205,Zizers,GR
7206,Igis,GR
7208,Malans GR,GR
7212,Seewis Dorf,GR
7213,Valzeina,GR
7220,Schiers,GR
7223,Buchen,GR
7231,Pragg-Jenaz,GR
7232,Furna,GR
7235,Fideris,GR
7240,Küblis,GR
7245,Ascharina,GR
7241,Conters,GR
7247,Saas im Prättigau,GR
7249,Serneus,GR
7260,Davos Dorf,GR
7304,Maienfeld,GR
7306,Fläsch,GR
7307,Jenins,GR
7310,Bad Ragaz,SG
7317,Valens,SG
7320,Sargans,SG
7325,Schwendi,SG
7323,Wangs,SG
7402,Bonaduz,GR
7403,Rhäzüns,GR
7404,Feldis/Veulden,GR
7405,Rothenbrunnen,GR
7408,Cazis,GR
7411,Sils im Domleschg,GR
7412,Scharans,GR
7413,Fürstenaubruck,GR
7415,Rodels,GR
7416,Almens,GR
7417,Paspels,GR
7430,Thusis,GR
7425,Masein,GR
7426,Flerden,GR
7427,Urmein,GR
7428,Tschappina,GR
7431,Mutten,GR
7432,Zillis,GR
7433,Donat,GR
7434,Sufers,GR
7435,Splügen,GR
7437,Nufenen,GR
7438,Hinterrhein,GR
7440,Andeer,GR
7444,Ausserferrera,GR
7446,Campsut-Cröt,GR
7450,Tiefencastel,GR
7458,Mon,GR
7459,Stierva,GR
7451,Alvaschein,GR
7452,Cunter,GR
7453,Tinizong,GR
7455,Mulegns,GR
7456,Sur,GR
7457,Bivio,GR
7460,Savognin,GR
7462,Salouf,GR
7463,Riom,GR
7472,Surava,GR
7473,Alvaneu Bad,GR
7477,Filisur,GR
7482,Bergün/Bravuogn,GR
7493,Schmitten (Albula),GR
7500,St. Moritz,GR
7502,Bever,GR
7503,Samedan,GR
7504,Pontresina,GR
7505,Celerina,GR
7513,Silvaplana,GR
7514,Sils/Segl Maria,GR
7516,Maloja,GR
7522,La Punt-Chamues-ch,GR
7523,Madulain,GR
7524,Zuoz,GR
7525,S-chanf,GR
7527,Brail,GR
7532,Tschierv,GR
7542,Susch,GR
7543,Lavin,GR
7545,Guarda,GR
7546,Ardez,GR
7550,Scuol,GR
7551,Ftan,GR
7552,Vulpera,GR
7554,Sent,GR
7556,Ramosch,GR
7562,Samnaun-Compatsch,GR
7742,Poschiavo,GR
7743,Brusio,GR
8000,Zürich,ZH
8102,Oberengstringen,ZH
8103,Unterengstringen,ZH
8104,Weiningen ZH,ZH
8105,Regensdorf,ZH
8107,Buchs ZH,ZH
8108,Dällikon,ZH
8112,Otelfingen,ZH
8113,Boppelsen,ZH
8114,Dänikon ZH,ZH
8115,Hüttikon,ZH
5436,Würenlos,AG
8117,Fällanden,ZH
8122,Binz,ZH
8125,Zollikerberg,ZH
8126,Zumikon,ZH
8132,Hinteregg,ZH
8134,Adliswil,ZH
8135,Langnau am Albis,ZH
8136,Gattikon,ZH
8143,Uetliberg,ZH
8142,Uitikon Waldegg,ZH
8152,Glattbrugg,ZH
8153,Rümlang,ZH
8154,Oberglatt ZH,ZH
8155,Niederhasli,ZH
8157,Dielsdorf,ZH
8158,Regensberg,ZH
8162,Steinmaur,ZH
8164,Bachs,ZH
8165,Schöfflisdorf,ZH
8166,Niederweningen,ZH
8172,Niederglatt ZH,ZH
8173,Neerach,ZH
8174,Stadel,ZH
8180,Bülach,ZH
8181,Höri,ZH
8182,Hochfelden,ZH
8184,Bachenbülach,ZH
8185,Winkel,ZH
8192,Glattfelden,ZH
8193,Eglisau,ZH
8194,Hüntwangen,ZH
8195,Wasterkingen,ZH
8196,Wil ZH,ZH
8197,Rafz,ZH
8200,Schaffhausen,SH
8219,Trasadingen,SH
8228,Beggingen,SH
8234,Stetten SH,SH
8235,Lohn SH,SH
8236,Opfertshofen SH,SH
8239,Dörflingen,SH
8212,Neuhausen,SH
8213,Neunkirch,SH
8214,Gächlingen,SH
8215,Hallau,SH
8216,Oberhallau,SH
8217,Wilchingen,SH
8222,Beringen,SH
8224,Löhningen,SH
8225,Siblingen,SH
8226,Schleitheim,SH
8232,Merishausen,SH
8233,Bargen SH,SH
8245,Feuerthalen,ZH
8247,Flurlingen,ZH
8252,Schlatt TG,TG
8254,Basadingen,TG
8259,Kaltenbach,TG
8253,Diessenhofen,TG
8260,Stein am Rhein,SH
8261,Hemishofen,SH
8262,Ramsen,SH
8263,Buch SH,SH
8264,Eschenz,TG
8265,Mammern,TG
8266,Steckborn,TG
8267,Berlingen,TG
8268,Mannenbach-Salenst,TG
8272,Ermatingen,TG
8274,Tägerwilen,TG
8280,Kreuzlingen,TG
8301,Glattzentrum,ZH
8302,Kloten,ZH
8303,Bassersdorf,ZH
8305,Dietlikon,ZH
8306,Brüttisellen,ZH
8307,Effretikon,ZH
8315,Lindau,ZH
8309,Nürensdorf,ZH
8311,Brütten,ZH
8314,Kyburg,ZH
8320,Fehraltorf,ZH
8489,Wildberg,ZH
8322,Madetswil,ZH
8330,Pfäffikon ZH,ZH
8335,Hittnau,ZH
8340,Hinwil,ZH
8344,Bäretswil,ZH
8352,Elsau,ZH
8353,Elgg,ZH
8354,Hofstetten ZH,ZH
8355,Aadorf,TG
8360,Eschlikon TG,TG
8362,Balterswil,TG
8370,Sirnach,TG
8374,Oberwangen TG,TG
8400,Winterthur,ZH
8412,Aesch (Neftenbach),ZH
8414,Buch am Irchel,ZH
8415,Berg am Irchel,ZH
8416,Flaach,ZH
8418,Schlatt,ZH
8422,Pfungen,ZH
8421,Dättlikon,ZH
8423,Embrach-Embraport,ZH
8425,Oberembrach,ZH
8426,Lufingen,ZH
8427,Rorbas-Freienstein,ZH
8428,Teufen ZH,ZH
8187,Weiach,ZH
5466,Kaiserstuhl AG,AG
5467,Fisibach,AG
5332,Rekingen AG,AG
5330,Bad Zurzach,AG
5323,Rietheim,AG
5464,Rümikon AG,AG
5465,Mellikon,AG
5463,Wislikofen,AG
5462,Siglistorf,AG
5333,Baldingen,AG
5334,Böbikon,AG
8442,Hettlingen,ZH
8444,Henggart,ZH
8447,Dachsen,ZH
8248,Uhwiesen,ZH
8450,Andelfingen,ZH
8453,Alten,ZH
8452,Adlikon,ZH
8457,Humlikon,ZH
8458,Dorf,ZH
8459,Volken,ZH
8454,Buchberg,SH
8455,Rüdlingen,SH
8460,Marthalen,ZH
8465,Rudolfingen,ZH
8462,Rheinau,ZH
8463,Benken ZH,ZH
8472,Seuzach,ZH
8474,Dinhard,ZH
8475,Ossingen,ZH
8476,Unterstammheim,ZH
8477,Oberstammheim,ZH
8471,Rutschwil,ZH
8478,Thalheim,ZH
8479,Altikon,ZH
8467,Truttikon,ZH
8468,Guntalingen,ZH
8483,Kollbrunn,ZH
8484,Weisslingen,ZH
8488,Turbenthal,ZH
8492,Wila,ZH
8493,Saland,ZH
8496,Steg im Tösstal,ZH
8499,Sternenberg,ZH
8500,Frauenfeld,TG
8505,Pfyn,TG
8506,Lanzenneunforn,TG
8507,Hörhausen,TG
8512,Thundorf,TG
8514,Amlikon-Bissegg,TG
8523,Hagenbuch ZH,ZH
8524,Uesslingen,TG
8525,Niederneunforn,TG
8532,Warth,TG
8536,Hüttwilen,TG
8542,Wiesendangen,ZH
8545,Rickenbach ZH,ZH
8546,Islikon,TG
8548,Ellikon a d Thur,ZH
8552,Felben-Wellhausen,TG
8553,Hüttlingen-Mettdf,TG
8554,Müllheim-Wigoltgn,TG
8555,Müllheim Dorf,TG
8564,Lipperswil,TG
8558,Raperswilen,TG
8560,Märstetten,TG
8565,Hugelshofen,TG
8570,Weinfelden,TG
8572,Berg TG,TG
8574,Illighausen,TG
8575,Bürglen TG,TG
8577,Schönholzerswilen,TG
9217,Neukirch,TG
8580,Amriswil,TG
8582,Dozwil,TG
8588,Zihlschlacht,TG
8583,Sulgen,TG
8585,Mattwil,TG
8586,Erlen,TG
8590,Romanshorn,TG
8599,Salmsach,TG
8592,Uttwil,TG
8593,Kesswil,TG
8594,Güttingen,TG
8595,Altnau,TG
8596,Scherzingen,TG
8598,Bottighofen,TG
8600,Dübendorf,ZH
8603,Schwerzenbach,ZH
8604,Volketswil,ZH
8606,Nänikon,ZH
8607,Aathal-Seegräben,ZH
8608,Bubikon,ZH
8614,Bertschikon Gossau,ZH
8617,Mönchaltorf,ZH
8618,Oetwil am See,ZH
8620,Wetzikon ZH,ZH
8627,Grüningen,ZH
8630,Rüti ZH,ZH
8632,Tann,ZH
8634,Hombrechtikon,ZH
8636,Wald ZH,ZH
8638,Goldingen,SG
8640,Rapperswil SG,SG
8700,Küsnacht ZH,ZH
8703,Erlenbach ZH,ZH
8704,Herrliberg,ZH
8706,Meilen,ZH
8707,Uetikon am See,ZH
8708,Männedorf,ZH
8712,Stäfa,ZH
8716,Schmerikon,SG
8717,Benken SG,SG
8718,Schänis,SG
8722,Kaltbrunn,SG
8725,Ernetschwil,SG
8730,Uznach,SG
8750,Glarus,GL
8752,Näfels,GL
8756,Mitlödi,GL
8802,Kilchberg ZH,ZH
8803,Rüschlikon,ZH
8804,Au ZH,ZH
8805,Richterswil,ZH
8806,Bäch SZ,SZ
8810,Horgen,ZH
8816,Hirzel,ZH
8824,Schönenberg ZH,ZH
8825,Hütten,ZH
8832,Wollerau,SZ
8834,Schindellegi,SZ
8836,Bennau,SZ
8849,Alpthal,SZ
8845,Studen SZ,SZ
8843,Oberiberg,SZ
8852,Altendorf,SZ
8853,Lachen SZ,SZ
8854,Siebnen,SZ
8855,Wangen SZ,SZ
8856,Tuggen,SZ
8857,Vorderthal,SZ
8858,Innerthal,SZ
8864,Reichenburg,SZ
8872,Weesen,SG
8873,Amden,SG
8877,Murg,SG
8880,Walenstadt,SG
8890,Flums,SG
8902,Urdorf,ZH
8903,Birmensdorf ZH,ZH
8904,Aesch ZH,ZH
8905,Arni-Islisberg,AG
8906,Bonstetten,ZH
8907,Wettswil,ZH
8908,Hedingen,ZH
8910,Affoltern am Albis,ZH
8911,Rifferswil,ZH
8912,Obfelden,ZH
8913,Ottenbach,ZH
8914,Aeugst am Albis,ZH
8915,Hausen am Albis,ZH
8916,Jonen,AG
8917,Oberlunkhofen,AG
8918,Unterlunkhofen,AG
8919,Rottenschwil,AG
8926,Kappel am Albis,ZH
8932,Mettmenstetten,ZH
8933,Maschwanden,ZH
8934,Knonau,ZH
8942,Oberrieden,ZH
8952,Schlieren,ZH
8953,Dietikon,ZH
8954,Geroldswil,ZH
8955,Oetwil a.d. Limmat,ZH
8956,Killwangen,AG
8957,Spreitenbach,AG
8962,Bergdietikon,AG
8964,Rudolfstetten,AG
8965,Berikon,AG
8966,Oberwil-Lieli,AG
8967,Widen,AG
9000,St. Gallen,SG
9030,Abtwil SG,SG
9033,Untereggen,SG
9034,Eggersriet,SG
9035,Grub AR,AR
9037,Speicherschwendi,AR
9038,Rehetobel,AR
9043,Trogen,AR
9044,Wald AR,AR
9050,Appenzell,AI
9052,Niederteufen,AR
9054,Haslen AI,AI
9055,Bühler,AR
9056,Gais,AR
9057,Weissbad,AI
9058,Brülisau,AI
9063,Stein AR,AR
9064,Hundwil,AR
9100,Herisau,AR
9103,Schwellbrunn,AR
9104,Waldstatt,AR
9105,Schönengrund,AR
9107,Urnäsch,AR
9108,Gonten,AI
9113,Degersheim,SG
9114,Hoffeld,SG
9126,Necker,SG
9633,Bächli (Hemberg),SG
9200,Gossau SG,SG
9203,Niederwil SG,SG
9204,Andwil SG,SG
9205,Waldkirch,SG
9213,Hauptwil,TG
9216,Heldswil,TG
9220,Bischofszell,TG
9230,Flawil,SG
9604,Oberrindal,SG
9240,Uzwil,SG
9242,Oberuzwil,SG
9243,Jonschwil,SG
9246,Niederbüren,SG
9300,Wittenbach,SG
9305,Berg SG,SG
9306,Freidorf TG,TG
9315,Winden,TG
9308,Lömmenschwil,SG
9313,Muolen,SG
9320,Arbon,TG
9323,Steinach,SG
9326,Horn,TG
9327,Tübach,SG
9400,Rorschach,SG
9404,Rorschacherberg,SG
9402,Mörschwil,SG
9403,Goldach,SG
9405,Wienacht-Tobel,AR
9410,Heiden,AR
9411,Reute AR,AR
9413,Oberegg,AI
9422,Staad SG,SG
9424,Rheineck,SG
9427,Wolfhalden,AR
9428,Walzenhausen,AR
9430,St. Margrethen SG,SG
9434,Au SG,SG
9436,Balgach,SG
9437,Marbach SG,SG
9450,Lüchingen,SG
9442,Berneck,SG
9443,Widnau,SG
9444,Diepoldsau,SG
9445,Rebstein,SG
9451,Kriessern,SG
9452,Hinterforst,SG
9464,Rüthi (Rheintal),SG
9465,Salez,SG
9470,Buchs SG,SG
9472,Grabs,SG
9473,Gams,SG
9475,Sevelen,SG
9476,Weite,SG
9485,Nendeln,FL
9486,Schaanwald,FL
9487,Gamprin-Bendern,FL
9488,Schellenberg,FL
9490,Vaduz,FL
9491,Ruggell,FL
9494,Schaan,FL
9495,Triesen,FL
9496,Balzers,FL
9497,Triesenberg,FL
9500,Wil SG,SG
9502,Braunau,TG
9503,Stehrenberg,TG
9506,Lommis,TG
9507,Stettfurt,TG
9514,Wuppenau,TG
9523,Züberwangen,SG
9525,Lenggenwil,SG
9532,Rickenbach b. Wil,TG
9533,Kirchberg SG,SG
9535,Wilen b. Wil,TG
9542,Münchwilen TG,TG
9545,Wängi,TG
9548,Matzingen,TG
9553,Bettwiesen,TG
9554,Tägerschen,TG
9556,Affeltrangen,TG
9606,Bütschwil,SG
9607,Mosnang,SG
9620,Lichtensteig,SG
9622,Krinau,SG
9642,Ebnat-Kappel,SG
9643,Krummenau,SG
9656,Alt St. Johann,SG
3185,Schmitten FR,FR
3113,Rubigen,BE
6911,Campione,IT
8238,Büsingen,DE
1031,Mex VD,VD
1734,Tentlingen,FR
1029,Villars-Ste-Croix,VD
6908,Massagno Caselle,TI
1653,Châtel-Montsalvens,FR
1428,Mutrux,VD
1047,Oppens,VD
2027,Montalchez,NE
2933,Damphreux,JU
4584,Gächliwil,SO
5058,Wiliberg,AG
9498,Planken,FL
4573,Lohn-Ammannsegg,SO
6602,Muralto,TI
2360,Le Bémont JU,JU
2362,Montfaucon,JU
2363,Les Enfers,JU
2364,St-Brais,JU
5225,Bözberg,AG
